IDUNSPSC,descripcion_esp,descripcion_regional
10414402,Gypsophilia cortada seca million stars,Gypsophilia cortada seca 
10414403,Gypsophilia cortada seca mirabella,Gypsophilia cortada seca 
10414404,Gypsophilia cortada seca new love,Gypsophilia cortada seca 
10414405,Gypsophilia cortada seca orión ,Gypsophilia cortada seca 
10414406,Gypsophilia cortada seca perfecta,Gypsophilia cortada seca 
10414501,Brezo cortado seco augustine,Brezo cortado seco
10414502,Brezo cortado seco érica cuatro hermanas,Brezo cortado seco
10414503,Brezo cortado seco francés,Brezo cortado seco
10414504,Brezo cortado seco verde,Brezo cortado seco
10414505,Brezo cortado seco sterling range blanco,Brezo cortado seco
10414506,Brezo cortado seco rosado sunset,Brezo cortado seco
10414507,Brezo cortado seco blanco,Brezo cortado seco
10414601,Heliconia cortada seca bihai claw,Heliconia cortada seca
10414602,Heliconia cortada seca bihai flash,Heliconia cortada seca
10414603,Heliconia cortada seca bihai lobster claw,Heliconia cortada seca
10414604,Heliconia cortada seca caribea red,Heliconia cortada seca
10414605,Heliconia cortada seca caribea yellow,Heliconia cortada seca
10414606,Heliconia cortada seca christmas,Heliconia cortada seca
10414607,Heliconia cortada seca edge of night,Heliconia cortada seca
10414608,Heliconia cortada seca green bihai,Heliconia cortada seca
10414609,Heliconia cortada seca marginata lutea,Heliconia cortada seca
10414610,Heliconia cortada seca psitt fire opal,Heliconia cortada seca
10414611,Heliconia cortada seca psittacorum,Heliconia cortada seca
10414612,Heliconia cortada seca richmond red,Heliconia cortada seca
10414613,Heliconia cortada seca rostrata,Heliconia cortada seca
10414614,Heliconia cortada seca sexy pink,Heliconia cortada seca
10414615,Heliconia cortada seca sexy scarlett,Heliconia cortada seca
10414616,Heliconia cortada seca shogun,Heliconia cortada seca
10414617,Heliconia cortada seca small red,Heliconia cortada seca
10414618,Heliconia cortada seca southern cross,Heliconia cortada seca
10414619,Heliconia cortada seca wagneriana,Heliconia cortada seca
10414701,Jacinto cortado seco bean,Jacinto cortado seco
10414702,Jacinto cortado seco durazno,Jacinto cortado seco
10414703,Jacinto cortado seco azul,Jacinto cortado seco
10414704,Jacinto cortado seco fucsia,Jacinto cortado seco
10414705,Jacinto cortado seco rosado fuerte,Jacinto cortado seco
10414706,Jacinto cortado seco lavanda,Jacinto cortado seco
10414707,Jacinto cortado seco azul claro,Jacinto cortado seco
10414708,Jacinto cortado seco rosado medio,Jacinto cortado seco
10414709,Jacinto cortado seco rosado,Jacinto cortado seco
10414710,Jacinto cortado seco estrella púrpura,Jacinto cortado seco
10414711,Jacinto cortado seco blanco,Jacinto cortado seco
10414712,Jacinto cortado seco amarillo,Jacinto cortado seco
10414801,Hydrangea cortada seca anabella,Hydrangea cortada seca
10414802,Hydrangea cortada seca azul antiguo,Hydrangea cortada seca
10414803,Hydrangea cortada seca azul antiguo  o verde o nueva zelandia,Hydrangea cortada seca
10414804,Hydrangea cortada seca verde antiguo,Hydrangea cortada seca
10414805,Hydrangea cortada seca rosado antiguo,Hydrangea cortada seca
10414806,Hydrangea cortada seca púrpura antiguo o nueva zelandia,Hydrangea cortada seca
10414807,Hydrangea cortada seca aubergene o nueva zelandia,Hydrangea cortada seca
10414808,Hydrangea cortada seca azul oscuro,Hydrangea cortada seca
10414809,Hydrangea cortada seca rosado oscuro,Hydrangea cortada seca
10414810,Hydrangea cortada seca púrpura oscuro,Hydrangea cortada seca
10414811,Hydrangea cortada seca berenjena,Hydrangea cortada seca
10414812,Hydrangea cortada seca verde teñida,Hydrangea cortada seca
10414813,Hydrangea cortada seca limón verde,Hydrangea cortada seca
10414814,Hydrangea cortada seca rosado fuerte,Hydrangea cortada seca
10414815,Hydrangea cortada seca jumbo blanca,Hydrangea cortada seca
10414816,Hydrangea cortada seca lavanda o nueva zelandia,Hydrangea cortada seca
10414817,Hydrangea cortada seca azul claro,Hydrangea cortada seca
10414818,Hydrangea cortada seca rosado claro grande,Hydrangea cortada seca
10414819,Hydrangea cortada seca verde lima grande,Hydrangea cortada seca
10414820,Hydrangea cortada seca mini verde,Hydrangea cortada seca
10414821,Hydrangea cortada seca oakleaf,Hydrangea cortada seca
10414822,Hydrangea cortada seca oakleaf copo de nieve,Hydrangea cortada seca
10414823,Hydrangea cortada seca rosado teñido,Hydrangea cortada seca
10414824,Hydrangea cortada seca rosado,Hydrangea cortada seca
10414825,Hydrangea cortada seca púrpura o nueva zelandia,Hydrangea cortada seca
10414826,Hydrangea cortada seca rojo teñido,Hydrangea cortada seca
10414827,Hydrangea cortada seca shocking blue,Hydrangea cortada seca
10414828,Hydrangea cortada seca tardiva,Hydrangea cortada seca
10414829,Hydrangea cortada seca blanca,Hydrangea cortada seca
10414901,Iris cortada seca negra barbada,Iris cortada seca
10414902,Iris cortada seca azul barbada,Iris cortada seca
10414903,Iris cortada seca lavanda barbada,Iris cortada seca
10414904,Iris cortada seca barbada azul clara,Iris cortada seca
10414905,Iris cortada seca barbada púrpura,Iris cortada seca
10414906,Iris cortada seca barbada roja,Iris cortada seca
10414907,Iris cortada seca barbada blanca,Iris cortada seca
10414908,Iris cortada seca baerbada blanca y púrpura,Iris cortada seca
10414909,Iris cortada seca amarilla barbada,Iris cortada seca
10414910,Iris cortada seca blue elegance,Iris cortada seca
10414911,Iris cortada seca casablanca,Iris cortada seca
10414912,Iris cortada seca golden beau,Iris cortada seca
10414913,Iris cortada seca hildegard,Iris cortada seca
10414914,Iris cortada seca hong kong,Iris cortada seca
10414915,Iris cortada seca ideal,Iris cortada seca
10414916,Iris cortada seca professor blue,Iris cortada seca
10414917,Iris cortada seca purple,Iris cortada seca
10414918,Iris cortada seca spuria,Iris cortada seca
10414919,Iris cortada seca telstar,Iris cortada seca
10415001,Pata de canguro cortada seca bicolor,Pata de canguro cortada seca 
10415002,Pata de canguro cortada seca negra,Pata de canguro cortada seca 
10415003,Pata de canguro cortada seca verde,Pata de canguro cortada seca 
10415004,Pata de canguro cortada seca anaranjada,Pata de canguro cortada seca 
10415005,Pata de canguro cortada seca rosada ,Pata de canguro cortada seca 
10415006,Pata de canguro cortada seca roja,Pata de canguro cortada seca 
10415007,Pata de canguro cortada seca amarilla,Pata de canguro cortada seca 
10415101,Delfinio cortada seca azul nube,Delfinio cortado seco
10415102,Delfinio cortada seca rosado fuerte,Delfinio cortado seco
10415103,Delfinio cortada seca lavanda,Delfinio cortado seco
10415104,Delfinio cortada seca rosado claro,Delfinio cortado seco
10415105,Delfinio cortada seca púrpura,Delfinio cortado seco
10415106,Delfinio cortada seca blanca,Delfinio cortado seco
10415201,Lepto cortado seco azul o floreciente,Lepto cortado seco
10415202,Lepto cortado seco rosado fuerte,Lepto cortado seco
10415203,Lepto cortado seco rosado claro,Lepto cortado seco
10415204,Lepto cortado seco rosado,Lepto cortado seco
10415205,Lepto cortado seco rojo,Lepto cortado seco
10415206,Lepto cortado seco blanco,Lepto cortado seco
10415301,Lila  cortada seca híbrida francesa lavanda,Lila cortada seca
10415302,Lila  cortada seca híbrida francesa púrpura,Lila cortada seca
10415303,Lila  cortada seca púrpura,Lila cortada seca
10415304,Lila  cortada seca vino,Lila cortada seca
10415305,Lila  cortada seca blanca,Lila cortada seca
10415306,Lila  cortada seca blanca salvaje,Lila cortada seca
10415401,Azucena cortada seca alteza longiflorum e híbrido asiática,Azucena cortada seca 
10415402,Azucena cortada seca black out,Azucena cortada seca 
10415403,Azucena cortada seca rosado oscuro,Azucena cortada seca 
10415404,Azucena cortada seca leéctrica asiática,Azucena cortada seca 
10415405,Azucena cortada seca festival asiática,Azucena cortada seca 
10415406,Azucena cortada seca ginebra asiática,Azucena cortada seca 
10415407,Azucena cortada seca rosado claro asiática,Azucena cortada seca 
10415408,Azucena cortada seca colombina asiática,Azucena cortada seca 
10415409,Azucena cortada seca miss américa púrpura asiática,Azucena cortada seca 
10415410,Azucena cortada seca monte negro asiática,Azucena cortada seca 
10415411,Azucena cortada seca anaranjada asiática,Azucena cortada seca 
10415412,Azucena cortada seca durazno cannes asiática,Azucena cortada seca 
10415413,Azucena cortada seca risada asiática,Azucena cortada seca 
10415414,Azucena cortada seca sancerre asiátia,Azucena cortada seca 
10415415,Azucena cortada seca white dream asiática,Azucena cortada seca 
10415416,Azucena cortada seca amarilla asiática,Azucena cortada seca 
10415417,Azucena cortada seca diamante brillante longiflorum e híbrido asiática,Azucena cortada seca 
10415418,Azucena cortada seca brindisi longiflorum e híbrido asiática,Azucena cortada seca 
10415419,Azucena cortada seca carmine longiflorum e híbrido asiática,Azucena cortada seca 
10415420,Azucena cortada seca cinnabar longiflorum e híbrido asiática,Azucena cortada seca 
10415421,Azucena cortada seca club longiflorum e híbrido asiática,Azucena cortada seca 
10415422,Azucena cortada seca discovery longiflorum e híbrido asiática,Azucena cortada seca 
10415423,Azucena cortada seca de pascua,Azucena cortada seca 
10415424,Azucena cortada seca isis longiflorum e híbrido asiática,Azucena cortada seca 
10415425,Azucena cortada seca la hybrid justice longiflorum e híbrido asiática,Azucena cortada seca 
10415426,Azucena cortada seca lace longiflorum e híbrido asiática,Azucena cortada seca 
10415427,Azucena cortada seca lirio de los valles,Azucena cortada seca 
10415428,Azucena cortada seca love longiflorum e híbrido asiática,Azucena cortada seca 
10415429,Azucena cortada seca menorca longiflorum e híbrido asiática,Azucena cortada seca 
10415430,Azucena cortada seca oriental acapulco,Azucena cortada seca 
10415431,Azucena cortada seca oriental albion,Azucena cortada seca 
10415432,Azucena cortada seca oriental argentina,Azucena cortada seca 
10415433,Azucena cortada seca oriental auratum,Azucena cortada seca 
10415434,Azucena cortada seca oriental barbaresco,Azucena cortada seca 
10415435,Azucena cortada seca oriental bernini,Azucena cortada seca 
10415436,Azucena cortada seca oriental beseno,Azucena cortada seca 
10415437,Azucena cortada seca oriental broadway,Azucena cortada seca 
10415438,Azucena cortada seca oriental canada,Azucena cortada seca 
10415439,Azucena cortada seca oriental casablanca,Azucena cortada seca 
10415440,Azucena cortada seca oriental chili,Azucena cortada seca 
10415441,Azucena cortada seca oriental chrystal,Azucena cortada seca 
10415442,Azucena cortada seca oriental cobra,Azucena cortada seca 
10415443,Azucena cortada seca oriental conca d’ or,Azucena cortada seca 
10415444,Azucena cortada seca oriental cote d’ ivor,Azucena cortada seca 
10415445,Azucena cortada seca oriental dizzy,Azucena cortada seca 
10415446,Azucena cortada seca oriental fireball,Azucena cortada seca 
10415447,Azucena cortada seca oriental gluhwein,Azucena cortada seca 
10415448,Azucena cortada seca oriental goldband,Azucena cortada seca 
10415449,Azucena cortada seca oriental halifax,Azucena cortada seca 
10415450,Azucena cortada seca oriental kathryn,Azucena cortada seca 
10415451,Azucena cortada seca oriental kyoto,Azucena cortada seca 
10415452,Azucena cortada seca oriental la mancha,Azucena cortada seca 
10415453,Azucena cortada seca oriental medusa,Azucena cortada seca 
10415454,Azucena cortada seca oriental montezuma,Azucena cortada seca 
10415455,Azucena cortada seca oriental muscadet,Azucena cortada seca 
10415456,Azucena cortada seca oriental nippon,Azucena cortada seca 
10415457,Azucena cortada seca oriental opus one,Azucena cortada seca 
10415458,Azucena cortada seca oriental pompeii,Azucena cortada seca 
10415459,Azucena cortada seca oriental rialto,Azucena cortada seca 
10415460,Azucena cortada seca oriental robina,Azucena cortada seca 
10415461,Azucena cortada seca oriental rousilon,Azucena cortada seca 
10415462,Azucena cortada seca oriental siberia,Azucena cortada seca 
10415463,Azucena cortada seca oriental sorbonne,Azucena cortada seca 
10415464,Azucena cortada seca oriental starfighter,Azucena cortada seca 
10415465,Azucena cortada seca oriental stargazer,Azucena cortada seca 
10415466,Azucena cortada seca oriental sumatra,Azucena cortada seca 
10415467,Azucena cortada seca oriental time out,Azucena cortada seca 
10415468,Azucena cortada seca oriental tom pouche,Azucena cortada seca 
10415469,Azucena cortada seca oriental tropical,Azucena cortada seca 
10415470,Azucena cortada seca oriental white cup,Azucena cortada seca 
10415471,Azucena cortada seca oriental white merostar,Azucena cortada seca 
10415472,Azucena cortada seca oriental white montana,Azucena cortada seca 
10415473,Azucena cortada seca oriental white stargazer,Azucena cortada seca 
10415474,Azucena cortada seca oriental yellow band,Azucena cortada seca 
10415475,Azucena cortada seca oriental yellow dream,Azucena cortada seca 
10415476,Azucena cortada seca oriental yellow queen,Azucena cortada seca 
10415477,Azucena cortada seca oriental yellow star,Azucena cortada seca 
10415478,Azucena cortada seca oriental yeloween,Azucena cortada seca 
10415479,Azucena cortada seca ot red dutch,Azucena cortada seca 
10415480,Azucena cortada seca sonata nimph,Azucena cortada seca 
10415481,Azucena cortada seca sonata shocking,Azucena cortada seca 
10415482,Azucena cortada seca sonata triumphateer ,Azucena cortada seca 
10415483,Azucena cortada seca sunset longiflorum e híbrido asiática,Azucena cortada seca 
10415484,Azucena cortada seca de agua,Azucena cortada seca 
10415501,Lavanda marina cortada seca misty peach,Lavanda cortada seca
10415502,Lavanda marina cortada seca misty rosada,Lavanda cortada seca
10415503,Lavanda marina cortada seca misty blanca,Lavanda cortada seca
10415504,Lavanda marina cortada seca misty amarilla,Lavanda cortada seca
10415505,Lavanda marina cortada seca safora,Lavanda cortada seca
10415506,Lavanda marina cortada seca sinensis,Lavanda cortada seca
10415601,Lisianthus cortado seco crema,Lisianthus cortado seco 
10415602,Lisianthus cortado seco rosado fuerte,Lisianthus cortado seco 
10415603,Lisianthus cortado seco verde,Lisianthus cortado seco 
10415604,Lisianthus cortado seco lavanda,Lisianthus cortado seco 
10415605,Lisianthus cortado seco rosado claro,Lisianthus cortado seco 
10415606,Lisianthus cortado seco mini blanco,Lisianthus cortado seco 
10415607,Lisianthus cortado seco durazno,Lisianthus cortado seco 
10415608,Lisianthus cortado seco rosado con borde blanco,Lisianthus cortado seco 
10415609,Lisianthus cortado seco púrpura,Lisianthus cortado seco 
10415610,Lisianthus cortado seco púrpura con borde blanco,Lisianthus cortado seco 
10415611,Lisianthus cortado seco blanco con borde rosado,Lisianthus cortado seco 
10415612,Lisianthus cortado seco blanco,Lisianthus cortado seco 
10415613,Lisianthus cortado seco blanco con borde pùrpura,Lisianthus cortado seco 
10415701,Muscari cortada seca armeniacum,Muscari cortada seca 
10415702,Muscari cortada seca bortyoides blanca,Muscari cortada seca 
10415703,Muscari cortada seca verde,Muscari cortada seca 
10415704,Muscari cortada seca latifolia,Muscari cortada seca 
10415705,Muscari cortada seca valerie finn,Muscari cortada seca 
10415801,Narciso cortado seco alegría,Narciso cortado seco
10415802,Narciso cortado seco amanecer dorado,Narciso cortado seco
10415803,Narciso cortado seco abba paperwhite,Narciso cortado seco
10415804,Narciso cortado seco paperwhite,Narciso cortado seco
10415805,Narciso cortado seco ojo de faisán,Narciso cortado seco
10415806,Narciso cortado seco soleil d’ or,Narciso cortado seco
10415807,Narciso cortado seco tete a tete,Narciso cortado seco
10415808,Narciso cortado seco thalia,Narciso cortado seco
10416001,Pimiento chile cortado seco ornamental,Pimientos ornamentales cortado secos
10416002,Pimiento mezclado cortado seco ornamental,Pimientos ornamentales cortado secos
10416003,Pimiento anaranjado cortado seco ornamental,Pimientos ornamentales cortado secos
10416004,Pimiento rojo cortado seco ornamental,Pimientos ornamentales cortado secos
10416005,Pimiento amarillo cortado seco ornamental,Pimientos ornamentales cortado secos
10416101,Estrella de belén cortada seca arábica,Estrella de Belén cortada seca
10416102,Estrella de belén cortada seca dubium anaranjada,Estrella de Belén cortada seca
10416103,Estrella de belén cortada seca umbellada,Estrella de Belén cortada seca
10416104,Estrella de belén cortada seca dubium blanca,Estrella de Belén cortada seca
10416105,Estrella de belén cortada seca dubium amarilla,Estrella de Belén cortada seca
10416201,Peonia cortada seca alexander fleming,Peonia cortada seca
10416202,Peonia cortada seca coral charm,Peonia cortada seca
10416203,Peonia cortada seca suset,Peonia cortada seca
10416204,Peonia cortada seca coral supreme,Peonia cortada seca
10416205,Peonia cortada seca gardenia doble,Peonia cortada seca
10416206,Peonia cortada seca doble jues eli oscura,Peonia cortada seca
10416207,Peonia cortada seca soble duquesa blanca,Peonia cortada seca
10416208,Peonia cortada seca felix crousse,Peonia cortada seca
10416209,Peonia cortada seca festiva máxima,Peonia cortada seca
10416210,Peonia cortada seca tesoro del jardín,Peonia cortada seca
10416211,Peonia cortada seca kansas rosado oscuro,Peonia cortada seca
10416212,Peonia cortada seca karl rosenfelt,Peonia cortada seca
10416213,Peonia cortada seca paula fay,Peonia cortada seca
10416214,Peonia cortada seca encanto rojo,Peonia cortada seca
10416215,Peonia cortada seca pasion roja,Peonia cortada seca
10416216,Peonia cortada seca sarah bernhardt roja,Peonia cortada seca
10416217,Peonia cortada seca scarlet o’ hara,Peonia cortada seca
10416218,Peonia cortada seca shirley temple,Peonia cortada seca
10416301,Banksia cortada seca ashbyi,Banksia cortada seca
10416302,Banksia cortada seca baxteri,Banksia cortada seca
10416306,Banksia cortada seca coccinea,Banksia cortada seca
10416311,Banksia cortada seca ericifolia,Banksia cortada seca
10416315,Banksia cortada seca verde,Banksia cortada seca
10416322,Banksia cortada seca menziesii,Banksia cortada seca
10416325,Banksia cortada seca blanco natural,Banksia cortada seca
10416326,Banksia cortada seca anaranjado,Banksia cortada seca
10416332,Banksia cortada seca rosada,Banksia cortada seca
10416401,Ranúnculo cortado seco chocolate,Ranúculo cortado seco
10416402,Ranúnculo cortado seco elegancia,Ranúculo cortado seco
10416403,Ranúnculo cortado seco verde,Ranúculo cortado seco
10416404,Ranúnculo cortado seco grimaldi,Ranúculo cortado seco
10416405,Ranúnculo cortado seco rosado fuerte,Ranúculo cortado seco
10416406,Ranúnculo cortado seco rosado claro,Ranúculo cortado seco
10416407,Ranúnculo cortado seco anaranjado,Ranúculo cortado seco
10416408,Ranúnculo cortado seco centro verde,Ranúculo cortado seco
10416409,Ranúnculo cortado seco rosado,Ranúculo cortado seco
10416410,Ranúnculo cortado seco rojo,Ranúculo cortado seco
10416411,Ranúnculo cortado seco blanco,Ranúculo cortado seco
10416412,Ranúnculo cortado seco amarillo,Ranúculo cortado seco
10416413,Ranúnculo cortado seco salmón,Ranúculo cortado seco
10416501,Escabiosa cortada seca anual,Escabiosa cortada seca
10416502,Escabiosa cortada seca negra,Escabiosa cortada seca
10416503,Escabiosa cortada seca caucásica azul,Escabiosa cortada seca
10416504,Escabiosa cortada seca caucásica rosada,Escabiosa cortada seca
10416505,Escabiosa cortada seca caucásica vainas,Escabiosa cortada seca
10416506,Escabiosa cortada seca caucásica blanca,Escabiosa cortada seca
10416507,Escabiosa cortada seca fresa,Escabiosa cortada seca
10416601,Retama de escobas cortada seca rosada,Retama de escobas cortada seca 
10416602,Retama de escobas cortada seca púrpura,Retama de escobas cortada seca 
10416603,Retama de escobas cortada seca blanca,Retama de escobas cortada seca 
10416604,Retama de escobas cortada seca amarilla,Retama de escobas cortada seca 
10416701,Boca de dragón cortada seca bicolor,Boca de dragón cortada seca 
10416702,Boca de dragón cortada seca burgundy,Boca de dragón cortada seca 
10416703,Boca de dragón cortada seca rosado fuerte,Boca de dragón cortada seca 
10416704,Boca de dragón cortada seca lavanda,Boca de dragón cortada seca 
10416705,Boca de dragón cortada seca anaranjado claro,Boca de dragón cortada seca 
10416706,Boca de dragón cortada seca rosado claro,Boca de dragón cortada seca 
10416707,Boca de dragón cortada seca anaranjado,Boca de dragón cortada seca 
10416708,Boca de dragón cortada seca blanco,Boca de dragón cortada seca 
10416709,Boca de dragón cortada seca amarillo,Boca de dragón cortada seca 
10416801,Romero del pantano cortada seca azul,Romero del pantano cortada seca 
10416802,Romero del pantano cortada seca lavanda,Romero del pantano cortada seca 
10416803,Romero del pantano cortada seca durazno,Romero del pantano cortada seca 
10416804,Romero del pantano cortada seca rosada,Romero del pantano cortada seca 
10416805,Romero del pantano cortada seca púrpura,Romero del pantano cortada seca 
10416806,Romero del pantano cortada seca espuma de mar,Romero del pantano cortada seca 
10416807,Romero del pantano cortada seca blanca,Romero del pantano cortada seca 
10416808,Romero del pantano cortada seca amarilla,Romero del pantano cortada seca 
10416901,Matiola cortada seca apricot,Matiola cortada seca
10416902,Matiola cortada seca crema,Matiola cortada seca
10416903,Matiola cortada seca fucsia,Matiola cortada seca
10416904,Matiola cortada seca lavanda,Matiola cortada seca
10416905,Matiola cortada seca lavanda claro,Matiola cortada seca
10416906,Matiola cortada seca rosado pacífico,Matiola cortada seca
10416907,Matiola cortada seca púrpura,Matiola cortada seca
10416908,Matiola cortada seca rojo rubí,Matiola cortada seca
10416909,Matiola cortada seca enamorada rosda,Matiola cortada seca
10416910,Matiola cortada seca blanca,Matiola cortada seca
10417001,Girasol cortada seca tinte festivo,Girasol cortada seca
10417002,Girasol cortada seca mahogany,Girasol cortada seca
10417003,Girasol cortada seca rayo de sol,Girasol cortada seca
10417004,Girasol cortada seca brillo del sol,Girasol cortada seca
10417005,Girasol cortada seca salpicada de sol,Girasol cortada seca
10417006,Girasol cortada seca oso de peluche,Girasol cortada seca
10417101,Guisante de olor cortado seco verde teñido,Guisante de olor cortado seco
10417102,Guisante de olor cortado seco rosado fuerte,Guisante de olor cortado seco
10417103,Guisante de olor cortado seco lavanda,Guisante de olor cortado seco
10417104,Guisante de olor cortado seco rosado claro,Guisante de olor cortado seco
10417105,Guisante de olor cortado seco anaranjado,Guisante de olor cortado seco
10417106,Guisante de olor cortado seco durazno teñido,Guisante de olor cortado seco
10417107,Guisante de olor cortado seco púrpura,Guisante de olor cortado seco
10417108,Guisante de olor cortado seco blanco,Guisante de olor cortado seco
10417201,Cardo cortado seco alpinum,Cardo cortado seco
10417202,Cardo cortado seco echinops,Cardo cortado seco
10417203,Cardo cortado seco eryngium árabe,Cardo cortado seco
10417204,Cardo cortado seco eryngium azul,Cardo cortado seco
10417205,Cardo cortado seco eryngium orión,Cardo cortado seco
10417206,Cardo cortado seco eryngium frambuesa,Cardo cortado seco
10417207,Cardo cortado seco eryngium supernova,Cardo cortado seco
10417208,Cardo cortado seco eryngium campanita,Cardo cortado seco
10417301,Tulipán cortado seco adrem,Tulipán cortado seco
10417302,Tulipán cortado seco apricot,Tulipán cortado seco
10417303,Tulipán cortado seco bicolor rojo y amarillo,Tulipán cortado seco
10417304,Tulipán cortado seco doble bicolor,Tulipán cortado seco
10417305,Tulipán cortado seco doble rosado,Tulipán cortado seco
10417306,Tulipán cortado seco doble rojo,Tulipán cortado seco
10417307,Tulipán cortado seco doble blanco,Tulipán cortado seco
10417308,Tulipán cortado seco doble amarillo,Tulipán cortado seco
10417309,Tulipán cortado seco francés avignon,Tulipán cortado seco
10417310,Tulipán cortado seco francés camarque,Tulipán cortado seco
10417311,Tulipán cortado seco francés dordogne,Tulipán cortado seco
10417312,Tulipán cortado seco francés fiat,Tulipán cortado seco
10417313,Tulipán cortado seco francés flamboyant,Tulipán cortado seco
10417314,Tulipán cortado seco francés flaming parrot,Tulipán cortado seco
10417315,Tulipán cortado seco francés florissa,Tulipán cortado seco
10417316,Tulipán cortado seco francés doble maureen,Tulipán cortado seco
10417317,Tulipán cortado seco francés maureen,Tulipán cortado seco
10417318,Tulipán cortado seco francés menton,Tulipán cortado seco
10417319,Tulipán cortado seco francés montpellier,Tulipán cortado seco
10417320,Tulipán cortado seco francés naranja unique,Tulipán cortado seco
10417321,Tulipán cortado seco francés peonia reconocido único,Tulipán cortado seco
10417322,Tulipán cortado seco francés loro rosado,Tulipán cortado seco
10417323,Tulipán cortado seco francés princesa unique,Tulipán cortado seco
10417324,Tulipán cortado seco francés reconocido,Tulipán cortado seco
10417325,Tulipán cortado seco francés schepppers,Tulipán cortado seco
10417326,Tulipán cortado seco francés gamuza,Tulipán cortado seco
10417327,Tulipán cortado seco francés toyota,Tulipán cortado seco
10417328,Tulipán cortado seco francés loro weber,Tulipán cortado seco
10417329,Tulipán cortado seco francés loro blanco,Tulipán cortado seco
10417330,Tulipán cortado seco lavanda de borde crespo,Tulipán cortado seco
10417331,Tulipán cortado seco rosado fuerte,Tulipán cortado seco
10417332,Tulipán cortado seco rosado fuerte hoja variegada,Tulipán cortado seco
10417333,Tulipán cortado seco lavanda,Tulipán cortado seco
10417334,Tulipán cortado seco rosado claro hoja variegada,Tulipán cortado seco
10417335,Tulipán cortado seco viuda alegre,Tulipán cortado seco
10417336,Tulipán cortado seco anaranjado,Tulipán cortado seco
10417337,Tulipán cortado seco loro negro,Tulipán cortado seco
10417338,Tulipán cortado seco loro estela rijnveld,Tulipán cortado seco
10417339,Tulipán cortado seco llameante,Tulipán cortado seco
10417340,Tulipán cortado seco loro verde,Tulipán cortado seco
10417341,Tulipán cortado seco loro lavanda,Tulipán cortado seco
10417342,Tulipán cortado seco loro anaranjado,Tulipán cortado seco
10417343,Tulipán cortado seco loro durazno,Tulipán cortado seco
10417344,Tulipán cortado seco loro rosado ,Tulipán cortado seco
10417345,Tulipán cortado seco loro rojo,Tulipán cortado seco
10417346,Tulipán cortado seco loro rojo rococó,Tulipán cortado seco
10417347,Tulipán cortado seco loro weber,Tulipán cortado seco
10417348,Tulipán cortado seco loro blanco,Tulipán cortado seco
10417349,Tulipán cortado seco loro rosado,Tulipán cortado seco
10417350,Tulipán cortado seco rosado,Tulipán cortado seco
10417351,Tulipán cortado seco púrpura,Tulipán cortado seco
10417352,Tulipán cortado seco rojo,Tulipán cortado seco
10417353,Tulipán cortado seco especias,Tulipán cortado seco
10417354,Tulipán cortado seco blanco,Tulipán cortado seco
10417355,Tulipán cortado seco amarillo,Tulipán cortado seco
10417401,Flor de cera cortada seca alba,Flor de cera cortada seca
10417402,Flor de cera cortada seca bicolor,Flor de cera cortada seca
10417403,Flor de cera cortada seca chichilla,Flor de cera cortada seca
10417404,Flor de cera cortada seca reina danzante,Flor de cera cortada seca
10417405,Flor de cera cortada seca dinamarca,Flor de cera cortada seca
10417406,Flor de cera cortada seca denmar ,Flor de cera cortada seca
10417407,Flor de cera cortada seca híbrida pastel flor gema,Flor de cera cortada seca
10417408,Flor de cera cortada seca híbrida rosada flor gem,Flor de cera cortada seca
10417409,Flor de cera cortada seca híbrida blanca rubia,Flor de cera cortada seca
10417410,Flor de cera cortada seca híbrida eric john,Flor de cera cortada seca
10417411,Flor de cera cortada seca híbrida dama pintada,Flor de cera cortada seca
10417412,Flor de cera cortada seca híbrida revelación,Flor de cera cortada seca
10417413,Flor de cera cortada seca híbrida bola de nieve,Flor de cera cortada seca
10417414,Flor de cera cortada seca juriens brook,Flor de cera cortada seca
10417415,Flor de cera cortada seca lady stephanie rosada,Flor de cera cortada seca
10417416,Flor de cera cortada seca madonna,Flor de cera cortada seca
10417417,Flor de cera cortada seca mini blanca,Flor de cera cortada seca
10417418,Flor de cera cortada seca anaranjada,Flor de cera cortada seca
10417419,Flor de cera cortada seca perla,Flor de cera cortada seca
10417420,Flor de cera cortada seca pixie moon,Flor de cera cortada seca
10417421,Flor de cera cortada seca orgullo púrpura,Flor de cera cortada seca
10417422,Flor de cera cortada seca roja,Flor de cera cortada seca
10417423,Flor de cera cortada seca wanaroo,Flor de cera cortada seca
10417424,Flor de cera cortada seca amarilla,Flor de cera cortada seca
10417501,Hierba de aquiles cortada seca burgundy,Hierba de aquiles cortada seca 
10417502,Hierba de aquiles cortada seca crema campesina,Hierba de aquiles cortada seca 
10417503,Hierba de aquiles cortada seca rosado campesino,Hierba de aquiles cortada seca 
10417504,Hierba de aquiles cortada seca moonshine,Hierba de aquiles cortada seca 
10417505,Hierba de aquiles cortada seca anaranjado,Hierba de aquiles cortada seca 
10417506,Hierba de aquiles cortada seca durazno,Hierba de aquiles cortada seca 
10417507,Hierba de aquiles cortada seca rosada,Hierba de aquiles cortada seca 
10417508,Hierba de aquiles cortada seca rojo teñido,Hierba de aquiles cortada seca 
10417509,Hierba de aquiles cortada seca blanca,Hierba de aquiles cortada seca 
10417510,Hierba de aquiles cortada seca amarilla,Hierba de aquiles cortada seca 
